MedInc,HouseAge,AveRooms,AveBedrms,median_house_value
2.0062,29.0,3.681318681318681,1.175824175824176,1.25
1.2185,22.0,2.9456,1.016,1.7
2.6104,37.0,3.7071428571428577,1.1071428571428572,1.931
2.4912,29.0,3.7248,1.1312,2.578
3.2177,28.0,3.8784235136940546,1.070808283233133,2.734
3.125,39.0,3.745614035087719,1.0614035087719298,2.375
2.5795,52.0,3.5154975530179446,1.1435562805872757,3.5
2.8406,34.0,3.281721632196758,1.0698714365567357,3.357
4.9306,52.0,6.184426229508197,0.9221311475409836,3.134
3.2727,52.0,4.442982456140351,1.0570175438596492,2.685
3.1691,52.0,4.165876777251185,1.0900473933649288,2.594
3.9,52.0,4.848189415041783,1.0459610027855153,2.757
3.9063,28.0,4.160847880299252,1.0660847880299251,2.25
5.0917,52.0,5.628458498023716,1.1422924901185771,2.625
2.6429,32.0,3.727005870841487,1.0743639921722117,2.185
3.0233,26.0,3.2530813475760065,0.9827444535743632,2.55
3.1484,52.0,4.578034682080925,1.0770712909441231,2.241
3.4722,35.0,3.822274881516588,1.014218009478673,2.431
3.1429,52.0,4.3951890034364265,0.986254295532646,2.316
2.4234,28.0,3.0234798314268514,1.053582179409994,2.185
3.0897,52.0,4.040501446480231,1.0655737704918034,2.341
5.8596,50.0,6.742627345844504,1.0697050938337802,3.276
5.2868,47.0,6.546391752577319,0.936082474226804,3.476
5.956,41.0,6.851063829787234,1.0797872340425532,3.661
4.9643,37.0,7.1063829787234045,1.148936170212766,3.35
6.3434,52.0,6.947890818858561,1.01985111662531,3.736
5.1773,52.0,6.358558558558559,1.0342342342342343,3.895
7.2354,52.0,7.11716621253406,0.994550408719346,3.911
5.457,28.0,5.5303347280334725,1.096234309623431,3.373
7.5,50.0,6.127348643006263,0.9874739039665972,2.952
6.0194,44.0,5.735343383584589,1.0,2.923
7.5544,40.0,7.631498470948012,1.0305810397553516,4.115
6.0666,30.0,6.446064139941691,1.0087463556851313,3.115
7.0548,34.0,6.125,0.9879032258064516,3.259
11.6017,18.0,8.335051546391753,1.0824742268041236,3.926
7.4882,35.0,6.467268623024831,1.0383747178329572,3.193
6.8976,34.0,6.6122715404699735,1.0287206266318538,3.333
8.2049,28.0,6.978947368421053,0.968421052631579,3.352
8.401,26.0,7.530805687203792,1.056872037914692,3.512
6.8538,29.0,6.657992565055762,1.0074349442379182,3.689
8.317,32.0,6.977186311787072,1.0038022813688212,3.659
7.0175,37.0,6.982954545454546,1.0284090909090908,3.667
6.3302,39.0,7.54,1.068,3.628
6.3624,30.0,5.615384615384615,0.7307692307692307,4.833
7.0549,52.0,6.785714285714286,0.9514285714285714,3.314
6.7851,45.0,6.957746478873239,1.0234741784037558,3.235
2.8929,50.0,5.132246376811594,1.0960144927536233,2.167
3.0812,38.0,4.628336755646817,1.0985626283367556,2.331
5.2402,52.0,6.200892857142857,0.9464285714285714,2.964
6.5217,52.0,6.39935064935065,1.0876623376623376,2.737
3.2632,52.0,4.745652173913044,1.0108695652173914,2.277
3.0298,52.0,5.183673469387755,1.0521541950113378,1.996
4.5428,52.0,5.283495145631068,1.050485436893204,2.398
4.072,52.0,5.952941176470588,0.9970588235294118,2.701
5.3509,52.0,5.65067178502879,1.0287907869481765,3.021
3.1603,52.0,4.429193899782135,1.0588235294117647,2.695
4.7708,52.0,6.727699530516432,1.0751173708920188,3.147
8.1564,52.0,7.702631578947368,1.0578947368421052,3.901
8.8793,52.0,8.972868217054264,1.131782945736434,4.103
6.8591,52.0,7.599388379204893,0.9571865443425076,3.524
6.0302,52.0,5.8203125,0.9296875,2.873
7.508,52.0,7.994318181818182,1.036931818181818,3.487
2.7477,52.0,4.333333333333333,1.1387163561076603,2.438
2.1944,52.0,5.074285714285714,0.96,2.115
3.0149,52.0,4.276639344262295,1.0450819672131149,2.184
3.675,52.0,4.851351351351352,0.9691119691119692,2.699
3.225,46.0,4.326639892904953,1.1178045515394912,2.188
2.9345,42.0,4.059113300492611,1.0492610837438423,2.25
2.1429,43.0,3.2742382271468142,1.0969529085872576,2.5
1.6121,41.0,3.5617433414043584,1.1355932203389831,1.714
1.3929,29.0,3.1927554980595083,1.1177231565329884,1.938
2.3173,27.0,3.804195804195804,1.1468531468531469,1.25
1.7772,45.0,3.882608695652174,1.1434782608695653,0.975
2.6458,50.0,3.2091836734693877,0.9591836734693876,1.25
2.181,52.0,3.68870523415978,1.0771349862258952,1.388
2.2303,36.0,3.0902394106813995,1.1160220994475138,1.167
1.6504,43.0,3.639751552795031,1.0046583850931676,1.518
2.2697,52.0,4.368421052631579,1.0,1.27
2.1563,52.0,4.585014409221902,1.07492795389049,1.286
2.1348,52.0,4.7343283582089555,1.1880597014925374,1.406
2.6292,47.0,3.693140794223827,1.0613718411552346,1.827
2.3833,52.0,4.638132295719845,1.1245136186770428,1.469
2.957,52.0,4.496259351620948,1.0473815461346634,1.228
2.5238,49.0,4.192023633677991,1.106351550960118,1.693
1.9375,52.0,4.209677419354839,0.989247311827957,1.266
1.9028,51.0,4.0561224489795915,1.0561224489795915,1.279
2.25,50.0,4.20722891566265,1.1566265060240963,1.235
2.3929,52.0,4.4714285714285715,1.0678571428571428,1.119
2.1917,43.0,4.844029244516653,1.091795288383428,1.128
2.9357,52.0,4.327669902912621,0.95873786407767,1.079
1.8854,30.0,3.798479087452471,1.0038022813688212,1.375
2.1638,39.0,3.776349614395887,1.1079691516709511,1.055
2.125,47.0,4.528052805280528,1.3036303630363035,0.955
3.375,52.0,4.011904761904762,1.0714285714285714,1.161
2.2542,43.0,4.554621848739496,1.0532212885154062,1.122
2.1,51.0,3.1818181818181817,0.7818181818181819,0.75
1.6,39.0,3.747967479674797,1.048780487804878,1.125
3.625,52.0,3.973568281938326,1.0440528634361232,1.25
1.6929,20.0,3.510355029585799,1.1523668639053255,1.15
1.6471,52.0,2.8333333333333335,0.927536231884058,0.95
2.59,52.0,4.38996138996139,1.162162162162162,0.964
2.57,52.0,4.202185792349726,1.1256830601092895,0.72
2.6429,52.0,3.746031746031746,1.1587301587301588,0.713
3.0257,52.0,4.046948356807512,1.0093896713615025,0.808
1.4886,50.0,4.0251572327044025,1.1111111111111112,1.288
1.9338,43.0,3.2420091324200913,1.0776255707762556,1.125
1.4844,52.0,3.8666666666666663,1.011764705882353,1.194
1.6009,44.0,3.1158455392809588,1.0985352862849531,1.181
2.0375,48.0,4.944606413994169,1.154518950437318,1.225
2.293,49.0,5.365296803652968,0.9908675799086758,1.063
2.1494,37.0,4.479923518164436,1.0975143403441685,1.325
1.6198,30.0,4.357142857142857,1.0357142857142858,1.227
1.3281,40.0,5.054347826086956,1.0815217391304348,1.133
3.5156,44.0,5.466911764705882,1.1544117647058822,1.095
3.9048,52.0,4.998540145985402,1.0072992700729928,1.647
3.0893,52.0,3.907692307692307,0.9743589743589745,1.25
2.6042,46.0,4.489563567362429,1.0910815939278935,1.247
2.5,49.0,4.306603773584905,1.0613207547169812,1.367
2.7969,38.0,4.626707132018209,1.078907435508346,1.417
2.8321,29.0,4.823529411764706,1.1058823529411763,1.5
2.9583,47.0,5.284246575342466,1.0513698630136987,1.388
2.8365,34.0,4.5813953488372094,1.0794573643410852,1.392
2.875,35.0,4.520725388601036,1.0595854922279793,1.438
3.0682,39.0,4.316810344827586,1.0775862068965518,1.565
3.0757,39.0,4.524663677130045,1.0022421524663676,1.51
4.9559,43.0,6.6923076923076925,1.0967032967032968,2.73
4.7721,52.0,5.772388059701493,1.0932835820895523,2.171
3.4861,52.0,4.984419263456091,1.0070821529745042,1.871
5.1184,41.0,6.088235294117647,1.0411764705882354,2.396
4.0977,48.0,5.242063492063492,1.0436507936507935,2.297
4.744,48.0,7.117647058823529,1.088235294117647,2.573
4.2727,46.0,5.837349397590361,1.0271084337349397,2.469
2.9844,50.0,5.260869565217392,1.059782608695652,1.799
4.1739,40.0,4.51063829787234,1.0893617021276596,1.696
3.8487,46.0,5.1152882205513786,1.0150375939849623,2.033
4.0114,52.0,6.5451263537906135,0.9783393501805054,2.634
4.6563,45.0,5.986784140969163,0.9933920704845814,2.318
2.9297,28.0,4.699551569506727,1.1375186846038865,1.405
2.3036,35.0,4.62051282051282,1.176923076923077,1.26
2.6667,49.0,4.2,0.9285714285714286,1.22
2.619,44.0,3.30142566191446,0.920570264765784,1.347
2.4167,45.0,4.462025316455696,1.1244725738396624,1.394
2.7788,45.0,4.210416666666666,1.1,1.154
2.7352,46.0,3.934973637961336,0.8927943760984183,1.373
1.8472,52.0,5.4907063197026025,1.1152416356877324,1.37
2.6583,52.0,4.310204081632653,0.9142857142857144,1.426
3.0536,49.0,3.665306122448979,0.9959183673469388,1.375
2.3906,44.0,4.865573770491803,1.1639344262295082,1.117
1.7188,43.0,4.181818181818182,1.1302211302211302,1.268
2.625,47.0,3.655601659751037,1.0290456431535269,1.113
2.8015,40.0,3.659259259259259,0.8444444444444444,1.148
1.7276,50.0,4.036363636363636,1.075,1.023
2.0801,44.0,3.38989898989899,1.0383838383838384,1.319
2.489,51.0,4.1653944020356235,1.178117048346056,1.191
1.7546,52.0,4.733333333333333,1.0466666666666666,0.806
4.0904,52.0,4.313868613138686,1.2627737226277371,0.806
2.6765,52.0,5.0,1.0268456375838926,0.888
2.4338,49.0,4.703933747412008,1.031055900621118,1.024
2.3309,46.0,3.4858757062146895,1.0593220338983051,0.987
2.2604,43.0,3.671480144404332,1.184115523465704,1.0
1.8039,42.0,3.543726235741445,0.9657794676806084,0.923
2.2562,39.0,5.007448789571694,1.111731843575419,0.948
2.0562,41.0,4.536656891495602,1.217008797653959,1.02
3.5398,52.0,5.4373522458628845,1.0472813238770686,1.584
3.1167,39.0,4.659574468085107,1.0611702127659577,1.216
2.5401,50.0,4.939153439153439,1.066137566137566,1.291
2.898,43.0,5.020661157024794,1.037190082644628,1.214
2.3125,44.0,4.399491094147582,1.0534351145038168,1.028
2.875,52.0,6.107142857142857,1.0714285714285714,1.6
3.3715,52.0,5.105882352941176,1.0070588235294118,1.439
3.5114,52.0,5.585131894484412,1.0671462829736211,1.512
4.3125,52.0,6.645333333333333,1.106666666666667,1.644
3.22,52.0,5.956639566395664,1.075880758807588,1.565
3.875,33.0,3.021276595744681,0.6595744680851063,2.25
5.2328,49.0,5.660287081339713,0.9808612440191388,1.742
3.7262,52.0,5.631578947368421,1.0157894736842106,1.669
4.5893,45.0,5.400611620795107,1.0152905198776758,1.635
5.2578,39.0,5.820754716981132,0.8962264150943396,2.53
7.0875,41.0,6.593457943925234,1.088785046728972,2.407
3.9712,46.0,6.410334346504559,1.17629179331307,2.081
2.9514,47.0,4.80078125,0.94921875,1.981
2.6667,50.0,4.746268656716418,1.079601990049751,1.728
5.4446,37.0,6.176691729323308,0.9849624060150376,3.367
6.2838,34.0,6.948717948717949,1.0,3.182
6.7527,23.0,7.064024390243903,1.024390243902439,2.858
7.0712,24.0,7.589506172839506,0.9783950617283952,2.93
5.9849,22.0,6.528723945094052,1.0411794611082867,3.71
3.6875,42.0,5.707865168539326,0.9737827715355806,1.573
2.875,30.0,4.731152204836415,1.0611664295874823,1.353
3.4205,43.0,4.877149877149877,1.0810810810810811,1.367
3.2984,50.0,5.78169014084507,1.1338028169014085,1.607
3.875,49.0,4.933701657458563,0.9779005524861878,1.406
4.175,52.0,5.396694214876033,1.0578512396694215,1.44
4.375,47.0,5.761467889908257,0.9954128440366972,1.619
4.7708,48.0,5.427777777777778,1.0777777777777775,1.563
3.5739,45.0,6.052083333333333,1.0338541666666667,1.76
3.0958,39.0,5.0094936708860756,1.1044303797468351,1.458
3.3958,39.0,5.0062111801242235,1.062111801242236,1.419
1.871,31.0,5.3628318584070795,1.1792035398230087,0.907
1.9356,41.0,4.490140845070423,1.0338028169014084,0.906
2.1842,47.0,5.544502617801047,1.081151832460733,1.079
2.2917,37.0,4.921875,1.11875,1.07
2.4333,38.0,4.983050847457627,1.1214689265536724,0.982
1.9479,50.0,4.82520325203252,1.0609756097560976,0.895
3.9063,52.0,4.569696969696969,1.0606060606060606,0.938
1.8407,49.0,5.117516629711751,1.0022172949002215,0.967
2.0786,27.0,5.789808917197452,1.5031847133757965,0.975
2.8125,42.0,4.402985074626866,0.9589552238805972,0.973
1.8913,43.0,5.498637602179836,1.111716621253406,0.912
1.7056,49.0,5.08550185873606,1.0483271375464684,0.914
2.2768,52.0,4.953068592057762,0.9873646209386282,0.962
3.2552,51.0,4.810502283105023,1.0753424657534247,1.201
2.0556,52.0,4.775956284153006,0.989071038251366,1.0
2.4659,52.0,5.782857142857143,1.1171428571428572,0.947
1.75,47.0,4.0,0.92831541218638,0.857
2.0469,41.0,4.484581497797357,1.1233480176211454,0.893
2.7159,45.0,5.306590257879656,1.1260744985673352,1.014
1.2083,41.0,5.7924528301886795,1.30188679245283,0.725
1.925,45.0,4.198312236286919,1.0042194092827004,0.741
1.5809,36.0,4.556390977443609,0.9924812030075189,0.7
1.4097,37.0,4.017991004497751,1.103448275862069,0.846
0.7683,38.0,4.253561253561253,1.0541310541310542,0.818
1.3194,19.0,4.244230769230769,1.0865384615384617,0.814
0.8012,28.0,5.283950617283951,1.1666666666666667,0.818
1.9479,26.0,4.267326732673268,0.9801980198019802,0.858
1.1765,36.0,5.327044025157233,1.3333333333333333,0.871
2.3456,42.0,4.3983739837398375,1.2520325203252032,0.835
2.1538,44.0,4.368852459016393,1.036885245901639,0.797
2.5139,43.0,4.561290322580645,0.9483870967741936,0.834
1.2625,45.0,5.32404181184669,1.0139372822299653,0.847
2.9063,42.0,4.590909090909091,1.085858585858586,0.8
2.5192,43.0,4.8807017543859645,1.0280701754385966,0.764
2.1111,44.0,4.029411764705882,0.875,0.797
2.455,42.0,5.223076923076923,1.1205128205128203,0.824
2.4028,41.0,3.896135265700483,1.0748792270531402,0.977
2.15,47.0,3.3795620437956204,0.978102189781022,0.972
2.4776,43.0,4.569832402234637,1.078212290502793,1.016
2.1587,43.0,4.319648093841642,1.0879765395894427,0.865
1.8438,35.0,4.623853211009174,1.1559633027522935,0.905
3.0298,46.0,4.56,1.0044444444444445,1.076
2.25,46.0,4.320224719101123,1.0280898876404494,0.842
2.2467,46.0,5.940677966101695,1.1045197740112995,0.889
4.0469,45.0,4.125,0.95,0.807
1.325,46.0,4.825641025641025,1.117948717948718,0.871
1.6196,38.0,3.83011583011583,1.0772200772200773,0.851
2.1731,45.0,3.807692307692307,1.0038461538461538,0.82
1.9167,36.0,7.506666666666667,1.7533333333333334,0.828
2.069,43.0,4.863849765258216,1.0938967136150235,0.846
1.712,36.0,6.307228915662651,1.289156626506024,0.821
2.5625,33.0,4.475524475524476,1.073426573426573,0.893
1.9821,43.0,5.186274509803922,1.0457516339869282,0.983
2.5043,41.0,5.465217391304348,1.1782608695652177,0.923
2.3281,44.0,4.7952755905511815,0.9763779527559056,0.888
1.4375,48.0,5.017191977077364,1.1174785100286533,0.9
2.5122,45.0,4.75,1.06198347107438,0.955
1.5625,38.0,5.097510373443983,1.2946058091286308,0.917
3.1587,47.0,5.394594594594595,1.1405405405405404,1.004
1.8426,40.0,4.926900584795321,1.0029239766081872,0.948
4.6696,46.0,6.049668874172186,1.0165562913907285,1.643
2.4598,36.0,5.358381502890174,1.1059730250481696,1.555
6.0749,39.0,6.7518518518518515,1.0592592592592591,1.969
4.8304,27.0,6.27887323943662,1.028169014084507,2.791
5.5701,34.0,7.170616113744076,1.09478672985782,2.528
5.37,26.0,6.127579737335835,0.9212007504690432,2.754
6.86,33.0,8.26027397260274,1.1917808219178083,2.5
7.6923,28.0,7.284403669724771,1.018348623853211,3.298
4.0313,36.0,6.330275229357798,0.963302752293578,1.955
6.8323,33.0,6.603960396039604,0.99009900990099,2.559
4.975,30.0,8.28,1.08,3.111
5.3602,36.0,8.258064516129032,1.0,3.3
5.0,41.0,6.790123456790123,1.0277777777777777,2.489
2.925,46.0,6.194805194805195,1.0454545454545454,1.429
3.8913,40.0,5.666666666666667,1.003921568627451,1.263
3.225,44.0,5.854984894259819,1.2054380664652569,1.358
3.1458,41.0,4.481675392670157,0.9319371727748692,1.306
2.537,24.0,4.637305699481865,1.1761658031088082,1.079
2.5568,44.0,4.57037037037037,0.9703703703703704,1.111
3.5083,43.0,5.084558823529412,1.0110294117647058,1.22
3.3125,49.0,4.698581560283688,0.9822695035460992,1.18
1.8235,40.0,4.7011494252873565,1.1264367816091954,0.952
3.8047,35.0,5.015037593984962,1.0526315789473684,0.943
2.2917,34.0,4.367857142857143,1.0035714285714286,0.925
2.4962,37.0,5.324324324324325,1.108108108108108,0.918
4.0417,43.0,5.2,1.0169491525423728,1.094
3.4844,46.0,4.876777251184834,0.8578199052132701,1.295
4.1458,52.0,5.354166666666667,1.0208333333333333,1.434
2.625,47.0,4.963855421686747,1.3433734939759037,0.982
2.0227,44.0,5.102325581395349,1.1116279069767443,1.031
3.3333,49.0,5.436440677966102,1.0084745762711864,2.768
5.338,52.0,5.608391608391608,0.9195804195804196,2.709
3.4732,52.0,5.962864721485412,1.1193633952254642,2.462
3.5125,38.0,4.445972495088409,1.0255402750491158,2.242
3.1375,52.0,4.819018404907975,1.0705521472392638,2.291
2.8036,46.0,4.053333333333334,1.072,2.116
4.5824,15.0,4.43542757417103,1.057591623036649,2.561
3.0208,36.0,3.902173913043478,1.0615942028985508,2.063
4.0875,52.0,4.538181818181818,1.029090909090909,2.213
4.5268,42.0,5.045112781954887,1.093984962406015,2.074
1.7375,37.0,3.3127705627705626,1.0064935064935066,3.5
3.1795,52.0,4.556034482758621,1.0028735632183907,2.182
3.8672,50.0,5.334801762114537,1.1497797356828194,2.167
5.1675,52.0,6.398692810457517,1.1437908496732023,2.706
5.1696,52.0,6.115902964959568,1.0242587601078168,2.614
4.2614,52.0,5.520958083832335,0.994011976047904,2.613
5.0551,52.0,5.148936170212766,0.9952718676122932,2.322
5.6228,42.0,6.4453125,1.0703125,3.754
7.8864,52.0,6.690972222222222,0.96875,3.573
7.9556,52.0,7.56,0.9927272727272728,3.744
6.174,52.0,7.639830508474576,1.0169491525423728,3.588
6.9414,52.0,8.067193675889328,1.067193675889328,4.175
8.8342,52.0,8.345205479452055,1.021917808219178,4.305
7.1754,52.0,7.42948717948718,1.051282051282051,3.629
10.0825,52.0,8.209016393442623,1.024590163934426,3.97
4.9083,52.0,6.749253731343283,0.9791044776119404,3.468
5.7912,52.0,7.291666666666667,1.005952380952381,3.271
4.5893,52.0,6.273712737127371,1.1056910569105691,2.901
5.4171,52.0,6.764705882352941,1.0751633986928104,2.92
4.125,52.0,5.371663244353183,0.971252566735113,2.709
7.266,52.0,7.436619718309859,1.0309859154929577,3.711
5.3989,52.0,7.272058823529412,1.0772058823529411,3.356
7.8336,37.0,6.132596685082873,0.925414364640884,3.713
6.1593,41.0,6.2154696132596685,1.0773480662983426,3.44
6.381,52.0,6.662337662337662,1.0692640692640694,3.422
6.6828,52.0,7.353174603174603,1.0535714285714286,3.709
7.5385,37.0,6.666666666666667,1.0155555555555555,3.5
6.7138,42.0,6.390625,1.0267857142857142,3.686
6.2425,52.0,6.314356435643564,1.0321782178217822,3.918
5.7979,52.0,5.981432360742706,1.0875331564986737,4.153
4.2813,52.0,5.4106280193236715,1.0434782608695652,2.849
3.5417,52.0,4.613079019073569,1.0653950953678477,2.875
3.0132,44.0,4.094545454545455,1.0763636363636364,2.729
4.1429,52.0,5.377155172413793,1.0581896551724137,2.596
4.1912,52.0,5.763285024154589,0.966183574879227,2.545
3.9167,52.0,5.376146788990826,0.9862385321100916,2.356
3.8897,52.0,5.564432989690721,1.092783505154639,2.184
3.1065,48.0,4.978947368421053,1.0315789473684212,2.292
2.9926,46.0,4.458823529411765,1.04,1.921
3.556,52.0,4.342105263157895,1.0394736842105263,1.793
1.475,45.0,3.3065693430656933,1.0656934306569343,1.875
1.6971,52.0,4.173469387755102,0.9897959183673468,1.388
2.1705,10.0,5.03,1.18,1.5
2.75,50.0,3.8984375,0.9921875,1.406
2.5682,52.0,4.5,1.1226415094339623,1.2
2.9,46.0,4.6394366197183095,1.0591549295774647,1.448
2.2208,52.0,4.565789473684211,1.095029239766082,1.448
3.2344,52.0,5.563953488372093,1.0930232558139534,2.455
3.5156,52.0,4.4961832061068705,1.0076335877862594,2.0
1.9805,49.0,3.888675623800384,1.051823416506718,1.737
2.6684,50.0,3.544573643410853,1.0387596899224807,1.856
3.875,52.0,4.387254901960785,0.9705882352941176,1.826
3.006,52.0,4.701970443349754,1.0246305418719213,2.279
2.543,46.0,4.477037037037037,1.031111111111111,2.207
2.8676,46.0,4.122969837587007,1.034802784222738,2.12
2.1907,52.0,3.199771689497717,1.0616438356164384,2.714
1.7778,30.0,3.447058823529412,1.0329411764705885,2.688
2.52,37.0,4.251623376623376,1.1071428571428572,2.778
4.2788,52.0,4.614457831325301,1.0240963855421688,3.325
2.944,52.0,4.1239092495637,1.0541012216404886,3.389
1.725,52.0,3.386215864759428,1.0884265279583876,2.875
5.2289,41.0,5.569105691056911,1.146341463414634,3.846
2.5562,42.0,4.161137440758294,1.1018957345971565,3.714
0.949,52.0,2.5241090146750524,0.9643605870020964,3.5
1.1696,52.0,2.436,0.944,5.00001
1.4012,52.0,3.105714285714286,1.06,1.75
1.1859,52.0,2.922023182297155,1.0516332982086407,2.417
1.7464,35.0,3.218,1.108,2.167
2.8846,49.0,3.857142857142857,1.0514285714285714,2.113
2.7372,52.0,4.443804034582133,1.005763688760807,2.102
3.8594,52.0,4.962962962962963,1.031746031746032,1.964
3.5625,52.0,5.348082595870206,1.0412979351032448,1.917
2.2788,52.0,4.222602739726027,1.0273972602739727,1.823
2.537,44.0,3.5610098176718092,1.05890603085554,1.75
2.525,46.0,3.947040498442368,1.0093457943925233,1.659
1.9946,52.0,4.475806451612903,1.086021505376344,1.569
2.8214,52.0,4.794797687861272,1.060693641618497,1.643
2.6165,52.0,5.174418604651163,1.069767441860465,1.5
1.9483,50.0,4.413854351687389,1.078152753108348,1.505
1.9327,52.0,4.564044943820225,1.0112359550561798,1.699
1.9798,49.0,4.822368421052632,1.0986842105263157,1.474
